emotion,context,response
dread,"لا بد لي من انتظار نتائج الفحوصات الطبية. ربما أنا مصاب بالسرطان. ماذا سأفعل؟ كيف سأعتني بأسرتي؟ أنا دائما غير محظوظ. إذا حدث شيء سيء ، فسيحدث لي.",ليس من المؤكد أنني أعاني من حالة سيئة فقط. سيكون من الأفضل لو استرخيت.
dread,"لا بد لي من انتظار نتائج الفحوصات الطبية. ربما أنا مصاب بالسرطان. ماذا سأفعل؟ كيف سأعتني بأسرتي؟ أنا دائما غير محظوظ. إذا حدث شيء سيء ، فسيحدث لي.",سيكون ما سيكون مقلقًا لن يغير أي شيء
dread,أنا بحاجة لأخذ إجازة من العمل بسبب الاكتئاب. ماذا سيفكر زملائي في العمل بي إذا اكتشفوا سبب عدم تواجدي في العمل؟ سيعتقدون إما أنني أقوم بتزييف الأمر لأخذ إجازة من العمل أو أنهم سيعتقدون أنني مثير للشفقة لأنني قلق ومكتئب. في كلتا الحالتين لن يعاملوني بنفس الطريقة وقد يتحدثون عني خلف ظهري.,الصحة العقلية لا تقل أهمية عن الصحة البدنية وربما يفهم زملائي في العمل ذلك وقد يواجهون معاناتهم الخاصة.
dread,أنا بحاجة لأخذ إجازة من العمل بسبب الاكتئاب. ماذا سيفكر زملائي في العمل بي إذا اكتشفوا سبب عدم تواجدي في العمل؟ سيعتقدون إما أنني أقوم بتزييف الأمر لأخذ إجازة من العمل أو أنهم سيعتقدون أنني مثير للشفقة لأنني قلق ومكتئب. في كلتا الحالتين لن يعاملوني بنفس الطريقة وقد يتحدثون عني خلف ظهري.,الاكتئاب هو مرض مثل الأمراض الأخرى التي يمكنني أخذ إجازة مرضية وطلب المشورة بشأنها.
dread,أنا بحاجة لأخذ إجازة من العمل بسبب الاكتئاب. ماذا سيفكر زملائي في العمل بي إذا اكتشفوا سبب عدم تواجدي في العمل؟ سيعتقدون إما أنني أقوم بتزييف الأمر لأخذ إجازة من العمل أو أنهم سيعتقدون أنني مثير للشفقة لأنني قلق ومكتئب. في كلتا الحالتين لن يعاملوني بنفس الطريقة وقد يتحدثون عني خلف ظهري.,"الاكتئاب مرض خطير للغاية. لا أريد أن أكون وحدي مع هذه المشكلة. الناس بشر ولديهم قلب ، يجب أن يساعدوني في العودة إلى طبيعتي. ومع ذلك يمكنني أيضًا أن أطلب من صديقي مساعدتي في الاكتئاب. لا ينبغي أن يكون توقف العمل مشكلة. لن يعرف أحد عن حياتي الشخصية إذا لم أخبر عنها."
dread,أنا بحاجة لأخذ إجازة من العمل بسبب الاكتئاب. أنا ضعيف وخجل للغاية لدرجة أنني لا أستطيع التحكم في مشاكلي كما يفعل الآخرون.,كل شخص لديه طريقته في التعامل مع الأشياء وربما لا يشعر الجميع بنفس الطريقة التي أشعر بها. يجب أن أتذكر ما أراه بأم عيني أنه ليس دائمًا الحقيقة وربما يعانون في صمت.
dread,أنا بحاجة لأخذ إجازة من العمل بسبب الاكتئاب. أنا ضعيف وخجل للغاية لدرجة أنني لا أستطيع التحكم في مشاكلي كما يفعل الآخرون.,"لا أستطيع التفكير بهذه الطريقة ، أحتاج إلى المساعدة وليس من العار أن أواجه مشكلات مثل الآخرين لا يمكن حلها بمفردها"
dread,أنا بحاجة لأخذ إجازة من العمل بسبب الاكتئاب. أنا ضعيف وخجل للغاية لدرجة أنني لا أستطيع التحكم في مشاكلي كما يفعل الآخرون.,"إنه مجرد تأثير للاكتئاب. في بعض الأحيان يكون من الأفضل الاسترخاء والنسيان في كل مكان. ومع ذلك ، لا ينبغي أن أفكر في ذلك ما يدور في أذهان الآخرين. من غير المجدي."
anxiety,شخص مصاب بالوسواس القهري يغادر منزله. أحتاج إلى التحقق مرة أخرى للتأكد من قفل جميع الأبواب. ماذا لو دخل شخص ما إلى منزلي أثناء ذهابي وسرقني؟,ماذا لو نسيت مفاتيحي ولم أعبر البوابة؟
anxiety,شخص مصاب بالوسواس القهري يغادر منزله. أحتاج إلى التحقق مرة أخرى للتأكد من قفل جميع الأبواب. ماذا لو دخل شخص ما إلى منزلي أثناء ذهابي وسرقني؟,العيش في خوف سيجعل حياتك بائسة فقط. عليك أن تثق بنفسك أكثر أنك أغلقت الأبواب. الإيجابي يجذب المزيد من الإيجابية والسلبية يجذب المزيد من السلبية. أحيانًا يكون أذهاننا هو أسوأ عدو لنا ويصنع سيناريوهات لن تحدث أبدًا.
anxiety,شخص مصاب بالوسواس القهري يغادر منزله. قد يخرج كلبي وقد يحدث له شيء فظيع. لن أتمكن أبدًا من التعامل مع ذلك لأنه سيكون بسبب عدم مسؤوليتي.,ماذا لو تركت الزجاج في متناول الكلب وفعلت شيئًا بنفسي؟
anxiety,شخص مصاب بالوسواس القهري يغادر منزله. قد يخرج كلبي وقد يحدث له شيء فظيع. لن أتمكن أبدًا من التعامل مع ذلك لأنه سيكون بسبب عدم مسؤوليتي.,هناك أشياء في الحياة ليس لدينا سيطرة عليها ولا يمكننا تحمل الأسوأ. تتمتع الكلاب أيضًا بالحرية وهم مسؤولون عن أفعالهم ولا يمكنك لوم نفسك على ما يفعله كلبك.
irritation,لم تطلب مني صديقي الانضمام إليها عندما خرجت مع أصدقاء آخرين. ربما لا تحبني كثيرًا. أنا على الأرجح لست ممتعًا جدًا. لكن لا يمكنني أن أخبرها بما أشعر به لأنني لا أريد أن أجرح مشاعرها.,"لا بأس أن تخرج مع أصدقائها الآخرين ، فأنا لست الصديق الوحيد الذي لديها. علاوة على ذلك ، يمكننا الخروج أنا ولها مرة أخرى! ربما لم تدعوني لأنها كانت تعلم أنني لن أستمتع بنفسي على أي حال! يجب أن أدعوها لتناول القهوة وأخبرها كيف أشعر ، ستفهم ، لقد كنا أصدقاء منذ 4 سنوات!"
irritation,لم تطلب مني صديقي الانضمام إليها عندما خرجت مع أصدقاء آخرين. ربما لا تحبني كثيرًا. أنا على الأرجح لست ممتعًا جدًا. لكن لا يمكنني أن أخبرها بما أشعر به لأنني لا أريد أن أجرح مشاعرها.,سأسألها عما تشعر به أو تفكر فيه عني
annoyed,"تغضب صديقة عندما أقدم اقتراحات مفيدة أعتقد أن الحياة ستكون أسهل على صديقتي إذا كانت أكثر تنظيماً. ولكن عندما أقدم اقتراحات بشأن شطف الأطباق حتى يسهل تنظيفها أو وضع أغراضها بعيدًا عندما تنتهي من استخدامها ، فإنها تغضب. ما هي مشكلتها؟ انها حساسة جدا! أنا فقط أحاول مساعدة حياتها لتكون أسهل.","يجب أن أقبل صديقتي كما هي ، أنا أحبها. هي فقط بحاجة لمزيد من الوقت."
annoyed,"تغضب صديقة عندما أقدم اقتراحات مفيدة أعتقد أن الحياة ستكون أسهل على صديقتي إذا كانت أكثر تنظيماً. ولكن عندما أقدم اقتراحات بشأن شطف الأطباق حتى يسهل تنظيفها أو وضع أغراضها بعيدًا عندما تنتهي من استخدامها ، فإنها تغضب. ما هي مشكلتها؟ انها حساسة جدا! أنا فقط أحاول مساعدة حياتها لتكون أسهل.","لا بأس أن أقدم اقتراحات لصديقي ، لكن لا يتبع الجميع نفس الأساليب ، ومن المهم ألا أجعلها تشعر وكأنني أحاول السيطرة عليها من خلال فرض أساليبي عليها. سيكون من الأفضل لي أن أشجعها على إيجاد طرقها الخاصة."
annoyed,"تغضب صديقة عندما أقدم اقتراحات مفيدة أعتقد أن الحياة ستكون أسهل على صديقتي إذا كانت أكثر تنظيماً. ولكن عندما أقدم اقتراحات بشأن شطف الأطباق حتى يسهل تنظيفها أو وضع أغراضها بعيدًا عندما تنتهي من استخدامها ، فإنها تغضب. ما هي مشكلتها؟ انها حساسة جدا! أنا فقط أحاول مساعدة حياتها لتكون أسهل.",ستكون حياة صديقتي أسهل إذا استمعت إلى نصيحتي لكنها لم تسمح لهم بالقدوم إليها وبدأت بالجنون عندما أحاول مساعدتها
